id;cost;status
186;629759.762848;0.000000
187;657365.915794;0.000000
188;652447.980244;0.000000
189;196336.908119;0.000000
190;211250.731555;0.000000
191;411517.319335;0.000000
192;383867.168684;0.000000
193;355744.596018;0.000000
194;328094.716285;0.000000
195;301504.528663;0.000000
196;276313.068575;0.000000
197;252694.295613;0.000000
198;230714.789972;0.000000
199;258510.293038;0.000000
200;235608.474698;0.000000
201;174395.526883;0.000000
202;190188.717269;0.000000
203;144160.490032;0.000000
204;130966.794480;0.000000
205;130638.695432;0.000000
206;143942.437965;0.000000
207;158542.058441;0.000000
208;174545.112247;0.000000
209;192060.955833;0.000000
210;211197.179180;0.000000
211;232053.906692;0.000000
212;254714.789040;0.000000
213;279232.804077;0.000000
214;305607.834864;0.000000
215;333751.144413;0.000000
216;363429.049669;0.000000
217;394174.426214;0.000000
218;425152.266598;0.000000
219;454973.624193;0.000000
220;481498.899575;0.000000
221;501807.528637;0.000000
222;512711.383973;0.000000
223;512043.222572;0.000000
224;499946.504562;0.000000
225;484844.809440;0.000000
226;548409.753470;0.000000
227;530482.943035;0.000000
228;504415.238182;0.000000
229;470690.038817;0.000000
230;501370.891286;0.000000
231;600293.680644;0.000000
232;641361.188985;0.000000
233;679239.571162;0.000000
234;578315.421998;0.000000
235;595601.611304;0.000000
236;592721.451916;0.000000
237;483891.775500;0.000000
238;16542.426357;0.000000
239;86047.235427;0.000000
240;465433.551109;0.000000
241;442132.370274;0.000000
242;409270.026009;0.000000
243;376772.629378;0.000000
244;345525.410306;0.000000
245;315999.672669;0.000000
246;288415.056239;0.000000
247;262840.669953;0.000000
248;239256.726861;0.000000
249;217592.066820;0.000000
250;197747.144449;0.000000
251;179608.209402;0.000000
252;163056.083336;0.000000
253;147971.574368;0.000000
254;134238.770332;0.000000
255;127245.010788;0.000000
256;139995.935244;0.000000
257;153941.538101;0.000000
258;169168.123947;0.000000
259;185758.687049;0.000000
260;203788.007862;0.000000
261;223315.311798;0.000000
262;244373.338297;0.000000
263;266952.122899;0.000000
264;290975.037459;0.000000
265;316263.694472;0.000000
266;342487.499791;0.000000
267;369094.022610;0.000000
268;395220.982564;0.000000
269;419606.300333;0.000000
270;440549.285734;0.000000
271;456031.770230;0.000000
272;464123.155283;0.000000
273;463632.056144;0.000000
274;454634.755993;0.000000
275;438746.902387;0.000000
276;497489.245681;0.000000
277;483717.613660;0.000000
278;466748.153105;0.000000
279;437774.350056;0.000000
280;508989.003343;0.000000
281;574448.644468;0.000000
282;605579.717224;0.000000
283;504644.533327;0.000000
284;527420.872151;0.000000
285;539262.662944;0.000000
286;575673.443345;0.000000
287;619229.884816;0.000000
288;223858.040847;0.000000
289;314775.746543;0.000000
290;509205.414351;0.000000
291;470524.162076;0.000000
292;432050.209336;0.000000
293;395152.598100;0.000000
294;360465.623726;0.000000
295;328237.197051;0.000000
296;298511.645497;0.000000
297;271226.081004;0.000000
298;246262.412895;0.000000
299;223476.136110;0.000000
300;202712.577570;0.000000
301;183816.150717;0.000000
302;166635.598430;0.000000
303;151026.878514;0.000000
304;136854.638667;0.000000
305;123992.838126;0.000000
306;135444.432863;0.000000
307;148656.246106;0.000000
308;163018.246907;0.000000
309;178587.679896;0.000000
310;195408.291277;0.000000
311;213502.152392;0.000000
312;232858.103630;0.000000
313;253415.568558;0.000000
314;275042.194094;0.000000
315;297503.679568;0.000000
316;320424.749806;0.000000
317;343242.563940;0.000000
318;365159.858145;0.000000
319;385117.215722;0.000000
320;401821.870630;0.000000
321;413883.135646;0.000000
322;420081.140974;0.000000
323;419707.107556;0.000000
324;412805.512772;0.000000
325;400157.940309;0.000000
326;392837.098193;0.000000
327;443510.934181;0.000000
328;428289.598236;0.000000
329;410335.256002;0.000000
330;437460.609405;0.000000
331;512175.148961;0.000000
332;549048.406616;0.000000
333;570815.796991;0.000000
334;497034.591420;0.000000
335;548078.948328;0.000000
336;603355.078822;0.000000
337;661245.353959;0.000000
338;509555.047951;0.000000
339;5997.281752;0.000000
340;461889.266146;0.000000
341;540157.913067;0.000000
342;494096.017404;0.000000
343;450295.345619;0.000000
344;409507.924568;0.000000
345;371925.424919;0.000000
346;337499.368362;0.000000
347;306076.334208;0.000000
348;277459.394376;0.000000
349;251437.646218;0.000000
350;227800.901446;0.000000
351;206347.036123;0.000000
352;186885.535091;0.000000
353;169238.993452;0.000000
354;153243.498078;0.000000
355;138748.392167;0.000000
356;125615.705938;0.000000
357;130392.272701;0.000000
358;142814.699556;0.000000
359;156254.326741;0.000000
360;170744.887264;0.000000
361;186302.854266;0.000000
362;202919.209001;0.000000
363;220548.376680;0.000000
364;239093.601522;0.000000
365;258388.100447;0.000000
366;278171.761465;0.000000
367;298064.334069;0.000000
368;317538.618893;0.000000
369;335901.795432;0.000000
370;352299.711739;0.000000
371;365765.049845;0.000000
372;375328.089363;0.000000
373;380187.303986;0.000000
374;379895.153238;0.000000
375;374479.357178;0.000000
376;364435.021122;0.000000
377;355945.664336;0.000000
378;401394.390603;0.000000
379;389133.687565;0.000000
380;385521.967176;0.000000
381;407741.002984;0.000000
382;434602.948024;0.000000
383;472017.684816;0.000000
384;526478.387631;0.000000
385;588851.095720;0.000000
386;651121.498983;0.000000
387;716229.854734;0.000000
388;787026.928089;0.000000
389;883584.461755;0.000000
390;111825.278389;0.000000
391;19535.152683;0.000000
392;309369.265896;0.000000
393;582380.737968;0.000000
394;677976.908820;0.000000
395;618548.379426;0.000000
396;618397.396953;0.000000
397;539092.746771;0.000000
398;930041.920523;0.000000
399;542051.624437;0.000000
400;72996.165156;0.000000
401;351708.340590;0.000000
402;617644.250886;0.000000
403;561691.425590;0.000000
404;509650.280175;0.000000
405;461955.917204;0.000000
406;418495.511661;0.000000
407;379000.359014;0.000000
408;343160.797029;0.000000
409;310666.230832;0.000000
410;281220.287321;0.000000
411;254546.455517;0.000000
412;230389.723066;0.000000
413;208516.429573;0.000000
414;188713.313697;0.000000
415;170786.212742;0.000000
416;154558.640303;0.000000
417;139870.355632;0.000000
418;126575.982217;0.000000
419;124945.624721;0.000000
420;136545.910660;0.000000
421;149033.330978;0.000000
422;162421.375043;0.000000
423;176704.081501;0.000000
424;191848.358518;0.000000
425;207784.168764;0.000000
426;224392.305355;0.000000
427;241489.754593;0.000000
428;258813.256875;0.000000
429;276002.863327;0.000000
430;292589.269184;0.000000
431;307991.483578;0.000000
432;321534.224099;0.000000
433;332495.116616;0.000000
434;340186.654134;0.000000
435;344064.103686;0.000000
436;343831.578804;0.000000
437;339507.243673;0.000000
438;331419.156815;0.000000
439;322419.420107;0.000000
440;316292.193510;0.000000
441;355081.006397;0.000000
442;360062.584967;0.000000
443;380862.603241;0.000000
444;2616290.679103;0.000000
445;2888107.478390;0.000000
446;3186357.894063;0.000000
447;561613.258855;0.000000
448;621935.585950;0.000000
449;682879.943623;0.000000
450;746973.744965;0.000000
451;802976.783475;0.000000
452;249033.896486;0.000000
453;51119.827552;0.000000
454;49272.932597;0.000000
455;56883.323747;0.000000
456;23473.092794;0.000000
457;178250.313911;0.000000
458;195264.147545;0.000000
459;282073.542426;0.000000
460;470116.549207;0.000000
461;776609.160820;0.000000
462;1320414.680765;0.000000
463;835759.222717;0.000000
464;743093.919626;0.000000
465;811784.700857;0.000000
466;847626.354649;0.000000
467;1587713.756061;0.000000
468;1632120.891079;0.000000
469;1624723.209818;0.000000
470;1448857.657008;0.000000
471;1215763.826474;0.000000
472;147521.855656;0.000000
473;136302.989095;0.000000
474;339210.677072;0.000000
475;375679.180784;0.000000
476;409343.091406;0.000000
477;419911.106383;0.000000
478;357786.878226;0.000000
479;326176.301044;0.000000
480;309902.099748;0.000000
481;276422.590643;0.000000
482;503947.860206;0.000000
483;690183.465240;0.000000
484;628154.447655;0.000000
485;568420.850367;0.000000
486;514349.166883;0.000000
487;465413.978314;0.000000
488;421131.125160;0.000000
489;381059.880676;0.000000
490;344800.447409;0.000000
491;311990.622439;0.000000
492;282302.446820;0.000000
493;255439.050325;0.000000
494;231131.744485;0.000000
495;209137.368267;0.000000
496;189235.874322;0.000000
497;171228.138616;0.000000
498;154933.974938;0.000000
499;140190.336307;0.000000
500;126849.686287;0.000000
501;119208.123676;0.000000
502;129973.958239;0.000000
503;141503.660497;0.000000
504;153794.217093;0.000000
505;166822.370752;0.000000
506;180537.876219;0.000000
507;194855.313106;0.000000
508;209644.505703;0.000000
509;224719.932306;0.000000
510;239830.095053;0.000000
511;254648.748331;0.000000
512;268771.149085;0.000000
513;281719.855509;0.000000
514;292965.359150;0.000000
515;301965.718743;0.000000
516;308224.958406;0.000000
517;311362.118127;0.000000
518;311174.337463;0.000000
519;307673.990936;0.000000
520;301086.352410;0.000000
521;291987.983462;0.000000
522;286979.229321;0.000000
523;326507.627073;0.000000
524;347029.013329;0.000000
525;376163.162124;0.000000
526;2631142.088479;0.000000
527;2934657.447855;0.000000
528;3214396.260195;0.000000
529;3490743.996031;0.000000
530;3720443.531237;0.000000
531;4037509.400636;0.000000
532;705545.188877;0.000000
533;736699.726964;0.000000
534;337348.541830;0.000000
535;807939.387919;0.000000
536;1243796.763493;0.000000
537;1210303.020902;0.000000
538;1002417.083752;0.000000
539;973266.406788;0.000000
540;551754.454714;0.000000
541;628834.797733;0.000000
542;683914.095648;0.000000
543;737412.963395;0.000000
544;1298389.526722;0.000000
545;1378597.254992;0.000000
546;1346338.499085;0.000000
547;975770.656617;0.000000
548;851860.294412;0.000000
549;1010581.277264;0.000000
550;1889142.949638;0.000000
551;2014239.899790;0.000000
552;1825616.890083;0.000000
553;2098038.027882;0.000000
554;2314439.767881;0.000000
555;2281881.291468;0.000000
556;1113364.531147;0.000000
557;604320.705746;0.000000
558;1015233.241190;0.000000
559;1237326.986525;0.000000
560;1417177.266464;0.000000
561;1014216.216776;0.000000
562;611758.408105;0.000000
563;433437.579956;0.000000
564;664601.781232;0.000000
565;614230.606234;0.000000
566;529822.471360;0.000000
567;373996.012857;0.000000
568;469229.206953;0.000000
569;500269.480826;0.000000
570;534457.826706;0.000000
571;438207.422730;0.000000
572;483246.738182;0.000000
573;532330.758155;0.000000
574;585126.795823;0.000000
575;639838.244069;0.000000
576;688551.802548;0.000000
577;702582.924756;0.000000
578;665929.045606;0.000000
579;612378.200974;0.000000
580;558218.179166;0.000000
581;507193.657522;0.000000
582;460135.775669;0.000000
583;417102.700526;0.000000
584;377909.168546;0.000000
585;342290.517094;0.000000
586;309962.376812;0.000000
587;280644.614139;0.000000
588;254071.270944;0.000000
589;229994.465396;0.000000
590;208185.512365;0.000000
591;188434.716131;0.000000
592;170550.527743;0.000000
593;154358.414017;0.000000
594;139699.618198;0.000000
595;126429.907589;0.000000
596;114418.358423;0.000000
597;123213.903798;0.000000
598;133800.430163;0.000000
599;145021.251079;0.000000
600;156840.690788;0.000000
601;169197.510175;0.000000
602;181998.422822;0.000000
603;195111.000420;0.000000
604;208356.515239;0.000000
605;221503.732083;0.000000
606;234265.282790;0.000000
607;246298.946132;0.000000
608;257216.664979;0.000000
609;266603.992592;0.000000
610;274051.258151;0.000000
611;279194.671837;0.000000
612;281761.279723;0.000000
613;281607.865283;0.000000
614;278743.123856;0.000000
615;273326.281847;0.000000
616;265642.600401;0.000000
617;303622.399575;0.000000
618;306969.478127;0.000000
619;335829.424319;0.000000
620;363642.824520;0.000000
621;2476629.917626;0.000000
622;2754696.398385;0.000000
623;3390128.440775;0.000000
624;3670844.988117;0.000000
625;3566439.314359;0.000000
626;3811553.878348;0.000000
627;3955982.731288;0.000000
628;4078757.675437;0.000000
629;1478658.354236;0.000000
630;16756.301146;0.000000
631;126067.300444;0.000000
632;1106575.622191;0.000000
633;1436666.886352;0.000000
634;1154887.329519;0.000000
635;1052079.370412;0.000000
636;955907.032542;0.000000
637;892669.682363;0.000000
638;482835.194511;0.000000
639;522244.500394;0.000000
640;558468.283599;0.000000
641;1510922.875252;0.000000
642;1604243.018388;0.000000
643;1649352.105078;0.000000
644;1619307.724960;0.000000
645;1572689.855997;0.000000
646;1502231.241067;0.000000
647;2072266.701844;0.000000
648;2028721.007896;0.000000
649;1949163.539362;0.000000
650;2094866.801180;0.000000
651;2289181.286509;0.000000
652;2454874.447678;0.000000
653;2464355.037503;0.000000
654;2323918.217709;0.000000
655;2137592.599934;0.000000
656;1950660.093471;0.000000
657;1758447.900042;0.000000
658;1590970.931875;0.000000
659;1445963.792265;0.000000
660;1312267.243693;0.000000
661;1206662.709609;0.000000
662;1101867.452932;0.000000
663;1005008.327425;0.000000
664;393237.358410;0.000000
665;456117.280026;0.000000
666;487390.285911;0.000000
667;388053.913060;0.000000
668;426614.909459;0.000000
669;468081.642653;0.000000
670;511908.614256;0.000000
671;556605.436838;0.000000
672;598488.196333;0.000000
673;629326.039884;0.000000
674;636564.518426;0.000000
675;615982.006332;0.000000
676;578192.691352;0.000000
677;534218.566900;0.000000
678;489677.132643;0.000000
679;446925.628350;0.000000
680;406882.778184;0.000000
681;369844.154768;0.000000
682;335825.552218;0.000000
683;304714.332155;0.000000
684;276340.286653;0.000000
685;250510.574417;0.000000
686;227027.565204;0.000000
687;205698.086894;0.000000
688;186338.146091;0.000000
689;168775.180554;0.000000
690;152848.933387;0.000000
691;138411.548894;0.000000
692;125327.231083;0.000000
693;113471.663494;0.000000
694;116369.065337;0.000000
695;126042.621005;0.000000
696;136238.377351;0.000000
697;146912.519015;0.000000
698;157997.893335;0.000000
699;169399.106673;0.000000
700;180987.548298;0.000000
701;192596.908757;0.000000
702;204020.083216;0.000000
703;215008.716528;0.000000
704;225276.958747;0.000000
705;234511.072627;0.000000
706;242386.105134;0.000000
707;248589.653108;0.000000
708;252850.786671;0.000000
709;254969.874299;0.000000
710;254843.346560;0.000000
711;252477.469267;0.000000
712;247987.492305;0.000000
713;280267.742705;0.000000
714;586034.646523;0.000000
715;625447.222181;0.000000
716;661552.163771;0.000000
717;347202.255376;0.000000
718;2457485.777244;0.000000
719;2708343.441290;0.000000
720;2933732.507841;0.000000
721;5637002.645391;0.000000
722;3756918.308280;0.000000
723;3904678.477692;0.000000
724;4014042.830921;0.000000
725;2678398.470938;0.000000
726;152933.323047;0.000000
727;1837188.791905;0.000000
728;6937315.574158;0.000000
729;2416581.391101;0.000000
730;466183.875839;0.000000
731;1443392.484640;0.000000
732;1309200.055546;0.000000
733;1185475.513025;0.000000
734;1073036.926643;0.000000
735;971122.642884;0.000000
736;983317.274499;0.000000
737;1000778.474500;0.000000
738;996658.755329;0.000000
739;513059.550951;0.000000
740;532540.809858;0.000000
741;1331856.351655;0.000000
742;1346989.215318;0.000000
743;1325518.960360;0.000000
744;1301071.625834;0.000000
745;1263035.685408;0.000000
746;1802812.443381;0.000000
747;1769263.589805;0.000000
748;1709204.922132;0.000000
749;1980320.965023;0.000000
750;2125704.785045;0.000000
751;2226822.340615;0.000000
752;2226061.707508;0.000000
753;2143577.414429;0.000000
754;2007798.705720;0.000000
755;1854550.617693;0.000000
756;1449031.601820;0.000000
757;1321580.298934;0.000000
758;1202614.861361;0.000000
759;1092792.570169;0.000000
760;992048.854429;0.000000
761;899989.920859;0.000000
762;816077.590063;0.000000
763;282861.504275;0.000000
764;310984.667384;0.000000
765;341487.958101;0.000000
766;374354.678456;0.000000
767;409406.804018;0.000000
768;446169.612902;0.000000
769;483623.526177;0.000000
770;519767.652492;0.000000
771;550986.385742;0.000000
772;571732.132915;0.000000
773;576262.767387;0.000000
774;563026.902619;0.000000
775;536238.012151;0.000000
776;501969.722702;0.000000
777;464833.372789;0.000000
778;427550.603413;0.000000
779;391560.696058;0.000000
780;357568.870538;0.000000
781;325878.522002;0.000000
782;296574.491208;0.000000
783;269622.999155;0.000000
784;244926.936717;0.000000
785;222357.083579;0.000000
786;201770.049539;0.000000
787;183018.691765;0.000000
788;165958.156472;0.000000
789;150449.318113;0.000000
790;136360.642928;0.000000
791;123569.086978;0.000000
792;111960.399546;0.000000
793;109529.515071;0.000000
794;118331.824186;0.000000
795;127558.879230;0.000000
796;137162.254282;0.000000
797;147072.815105;0.000000
798;157197.169987;0.000000
799;167414.378202;0.000000
800;177573.423795;0.000000
801;187492.165592;0.000000
802;196958.662644;0.000000
803;205735.870129;0.000000
804;213570.587605;0.000000
805;220207.089451;0.000000
806;225404.997683;0.000000
807;228959.745685;0.000000
808;230722.738907;0.000000
809;230617.563285;0.000000
810;228648.828961;0.000000
811;539707.671892;0.000000
812;583526.127466;0.000000
813;628450.387891;0.000000
814;670571.782713;0.000000
815;712405.866103;0.000000
816;4726649.782437;0.000000
817;4988470.352081;0.000000
818;5211278.394872;0.000000
819;5360344.277203;0.000000
820;2891476.474295;0.000000
821;3239688.841439;0.000000
822;3276537.509553;0.000000
823;1499520.786792;0.000000
824;512478.518598;0.000000
825;1503820.342121;0.000000
826;2821561.109390;0.000000
827;2299485.702592;0.000000
828;1025269.146516;0.000000
829;1149068.257877;0.000000
830;3953894.358292;0.000000
831;6158145.147059;0.000000
832;405212.184721;0.000000
833;5617607.243595;0.000000
834;9348115.287534;0.000000
835;1293786.540027;0.000000
836;1176225.439871;0.000000
837;1066798.086150;0.000000
838;1033180.812922;0.000000
839;1081302.480349;0.000000
840;1105693.130150;0.000000
841;1099876.469704;0.000000
842;1065516.842685;0.000000
843;1010975.183933;0.000000
844;488498.599220;0.000000
845;483701.798474;0.000000
846;469675.532392;0.000000
847;461193.480161;0.000000
848;465789.247700;0.000000
849;941162.493819;0.000000
850;954100.695299;0.000000
851;1472291.477328;0.000000
852;1579920.948287;0.000000
853;1670448.963730;0.000000
854;1726243.071487;0.000000
855;1730815.728413;0.000000
856;1682565.951809;0.000000
857;1596439.489431;0.000000
858;1490643.157348;0.000000
859;1378098.502711;0.000000
860;1266188.588478;0.000000
861;1158741.218954;0.000000
862;1057589.534899;0.000000
863;963483.293964;0.000000
864;876585.568806;0.000000
865;796742.735122;0.000000
866;273227.669297;0.000000
867;299372.028087;0.000000
868;327401.030892;0.000000
869;357152.015792;0.000000
870;388262.477705;0.000000
871;420046.466800;0.000000
872;451310.484636;0.000000
873;480121.001797;0.000000
874;503645.339480;0.000000
875;518426.926053;0.000000
876;521552.428521;0.000000
877;512315.475174;0.000000
878;492708.463801;0.000000
879;466122.611151;0.000000
880;435783.950259;0.000000
881;404069.203098;0.000000
882;372510.927039;0.000000
883;342020.864312;0.000000
884;313103.652405;0.000000
885;286009.288915;0.000000
886;260831.816663;0.000000
887;237571.116324;0.000000
888;216171.310229;0.000000
889;196544.689446;0.000000
890;178586.694032;0.000000
891;162185.319554;0.000000
892;147227.011121;0.000000
893;133600.317412;0.000000
894;121198.101034;0.000000
895;109918.811067;0.000000
896;102771.585835;0.000000
897;110752.218490;0.000000
898;119074.195945;0.000000
899;127687.241854;0.000000
900;136523.107948;0.000000
901;145493.120616;0.000000
902;154486.158778;0.000000
903;163367.480511;0.000000
904;171978.930519;0.000000
905;180141.138215;0.000000
906;187658.303271;0.000000
907;194325.996851;0.000000
908;199942.025850;0.000000
909;204319.807435;0.000000
910;207302.967914;0.000000
911;208779.214704;0.000000
912;419611.559718;0.000000
913;711834.398699;0.000000
914;760571.452165;0.000000
915;620025.012497;0.000000
916;668561.522714;0.000000
917;4489412.357198;0.000000
918;4870121.565227;0.000000
919;5199834.209308;0.000000
920;5487855.940363;0.000000
921;5798458.765526;0.000000
922;5996149.448032;0.000000
923;6031467.726540;0.000000
924;6052863.234670;0.000000
925;3348265.088381;0.000000
926;518772.677844;0.000000
927;3403507.318448;0.000000
928;5052475.327741;0.000000
929;4658192.247770;0.000000
930;3707507.386005;0.000000
931;3996273.850491;0.000000
932;2258941.458064;0.000000
933;2590618.222403;0.000000
934;1900036.418524;0.000000
935;8354709.500484;0.000000
936;8769021.439047;0.000000
937;8616187.771293;0.000000
938;8116268.847899;0.000000
939;1130781.141233;0.000000
940;1038236.320622;0.000000
941;1118235.285058;0.000000
942;1184940.929969;0.000000
943;1221312.070775;0.000000
944;1212437.387698;0.000000
945;1162428.527242;0.000000
946;1089072.948062;0.000000
947;1007094.419951;0.000000
948;924480.501470;0.000000
949;427713.927378;0.000000
950;417959.160446;0.000000
951;421463.938869;0.000000
952;853549.537432;0.000000
953;863359.354723;0.000000
954;1372108.744323;0.000000
955;1457155.568558;0.000000
956;1524659.658130;0.000000
957;1564041.284682;0.000000
958;1567184.695588;0.000000
959;1533367.804073;0.000000
960;1469773.891219;0.000000
961;1386929.971653;0.000000
962;1294255.830559;0.000000
963;1198462.083528;0.000000
964;1103787.507280;0.000000
965;1012713.168313;0.000000
966;926585.690743;0.000000
967;846048.105798;0.000000
968;771314.979451;0.000000
969;261812.469449;0.000000
970;285760.157822;0.000000
971;311111.921601;0.000000
972;337601.791674;0.000000
973;364762.933747;0.000000
974;391838.645435;0.000000
975;417678.504606;0.000000
976;440658.455183;0.000000
977;458723.661791;0.000000
978;469707.776195;0.000000
979;471990.895186;0.000000
980;465203.023205;0.000000
981;450409.544063;0.000000
982;429601.963980;0.000000
983;404953.223883;0.000000
984;378320.800460;0.000000
985;351085.505312;0.000000
986;324187.187448;0.000000
987;298224.591355;0.000000
988;273554.038568;0.000000
989;250366.997900;0.000000
990;228745.709638;0.000000
991;208701.464170;0.000000
992;190200.465919;0.000000
993;173181.175066;0.000000
994;157565.895998;0.000000
995;143268.499414;0.000000
996;130199.542762;0.000000
997;118269.633207;0.000000
998;107391.598142;0.000000
999;97481.843619;0.000000
1000;103371.420414;0.000000
1001;110855.630597;0.000000
1002;118560.700337;0.000000
1003;126421.229619;0.000000
1004;134354.885839;0.000000
1005;142261.295740;0.000000
1006;150021.759768;0.000000
1007;157500.168724;0.000000
1008;164545.518015;0.000000
1009;170996.356561;0.000000
1010;176687.342040;0.000000
1011;181457.782871;0.000000
1012;185161.646699;0.000000
1013;187678.074907;0.000000
1014;400318.676556;0.000000
1015;438737.040634;0.000000
1016;799048.663736;0.000000
1017;853776.499210;0.000000
1018;872437.262282;0.000000
1019;714417.605209;0.000000
1020;4805923.575234;0.000000
1021;5342584.468663;0.000000
1022;5659790.421572;0.000000
1023;5998557.746558;0.000000
1024;6279531.710650;0.000000
1025;6642265.243299;0.000000
1026;6797519.410102;0.000000
1027;5774323.639231;0.000000
1028;190290.012451;0.000000
1029;643790.920559;0.000000
1030;4810852.171492;0.000000
1031;5288124.922278;0.000000
1032;4158850.924279;0.000000
1033;3764142.897093;0.000000
1034;3856550.659758;0.000000
1035;4241511.361359;0.000000
1036;2280822.206879;0.000000
1037;4496.578295;0.000000
1038;2327112.849807;0.000000
1039;7937246.427328;0.000000
1040;7846565.344218;0.000000
1041;7515343.923159;0.000000
1042;7046153.595541;0.000000
1043;1093312.198478;0.000000
1044;1193610.505007;0.000000
1045;1287828.897266;0.000000
1046;1348069.214822;0.000000
1047;1332421.421115;0.000000
1048;1254358.662821;0.000000
1049;1155947.863733;0.000000
1050;1056318.958297;0.000000
1051;961593.139511;0.000000
1052;873616.837866;0.000000
1053;792770.634825;0.000000
1054;381356.603353;0.000000
