Longitude;Latitude;Diplodus_sargus_sargus;Mullus_surmuletus
-1.19;36.21;0;0
-1.19;36.31;0;0
-1.19;36.41;0;0
-1.19;36.51;0;0
-1.19;36.61;0;0
-1.19;36.71;0;0
-1.19;36.81;0;0
-1.19;36.91;0;0
-1.19;37.01;0;0
-1.19;37.11;0;0
-1.19;37.21;0;0
-1.19;37.31;0;0
-1.19;37.41;0;0
-1.19;37.51;0;1
-1.19;37.61;1;1
-1.09;35.61;0;1
-1.09;35.71;0;1
-1.09;35.81;0;0
-1.09;35.91;0;0
-1.09;36.01;0;0
-1.09;36.11;0;0
-1.09;36.21;0;0
-1.09;36.31;0;0
-1.09;36.41;0;0
-1.09;36.51;0;0
-1.09;36.61;0;0
-1.09;36.71;0;0
-1.09;36.81;0;0
-1.09;36.91;0;0
-1.09;37.01;0;0
-1.09;37.11;0;0
-1.09;37.21;0;0
-1.09;37.31;0;0
-1.09;37.41;0;0
-1.09;37.51;0;1
-1.09;37.61;1;1
-0.99;35.71;0;0
-0.99;35.81;0;0
-0.99;35.91;0;0
-0.99;36.01;0;0
-0.99;36.11;0;0
-0.99;36.21;0;0
-0.99;36.31;0;0
-0.99;36.41;0;0
-0.99;36.51;0;0
-0.99;36.61;0;0
-0.99;36.71;0;0
-0.99;36.81;0;0
-0.99;36.91;0;0
-0.99;37.01;0;0
-0.99;37.11;0;0
-0.99;37.21;0;0
-0.99;37.31;0;0
-0.99;37.41;0;0
-0.99;37.51;1;1
-0.99;37.61;1;1
-0.89;35.71;1;1
-0.89;35.81;0;1
-0.89;35.91;0;0
-0.89;36.01;0;0
-0.89;36.11;0;0
-0.89;36.21;0;0
-0.89;36.31;0;0
-0.89;36.41;0;0
-0.89;36.51;0;0
-0.89;36.61;0;0
-0.89;36.71;0;0
-0.89;36.81;0;0
-0.89;36.91;0;0
-0.89;37.01;0;0
-0.89;37.11;0;0
-0.89;37.21;0;0
-0.89;37.31;0;0
-0.89;37.41;0;0
-0.89;37.51;1;1
-0.89;37.61;1;1
-0.89;37.71;1;1
-0.79;35.71;1;1
-0.79;35.81;1;1
-0.79;35.91;0;0
-0.79;36.01;0;0
-0.79;36.11;0;0
-0.79;36.21;0;0
-0.79;36.31;0;0
-0.79;36.41;0;0
-0.79;36.51;0;0
-0.79;36.61;0;0
-0.79;36.71;0;0
-0.79;36.81;0;0
-0.79;36.91;0;0
-0.79;37.01;0;0
-0.79;37.11;0;0
-0.79;37.21;0;0
-0.79;37.31;0;0
-0.79;37.41;0;0
-0.79;37.51;0;1
-0.79;37.61;1;1
-0.79;37.71;1;1
-0.79;37.81;1;1
-0.79;37.91;1;1
-0.69;35.71;0;1
-0.69;35.81;1;1
-0.69;35.91;0;0
-0.69;36.01;0;0
-0.69;36.11;0;0
-0.69;36.21;0;0
-0.69;36.31;0;0
-0.69;36.41;0;0
-0.69;36.51;0;0
-0.69;36.61;0;0
-0.69;36.71;0;0
-0.69;36.81;0;0
-0.69;36.91;0;0
-0.69;37.01;0;0
-0.69;37.11;0;0
-0.69;37.21;0;0
-0.69;37.31;0;0
-0.69;37.41;0;0
-0.69;37.51;1;1
-0.69;37.61;1;1
-0.69;37.71;1;1
-0.69;37.81;1;1
-0.69;37.91;1;1
-0.69;38.01;1;1
-0.69;38.11;1;1
-0.59;35.71;1;1
-0.59;35.81;0;1
-0.59;35.91;0;0
-0.59;36.01;0;0
-0.59;36.11;0;0
-0.59;36.21;0;0
-0.59;36.31;0;0
-0.59;36.41;0;0
-0.59;36.51;0;0
-0.59;36.61;0;0
-0.59;36.71;0;0
-0.59;36.81;0;0
-0.59;36.91;0;0
-0.59;37.01;0;0
-0.59;37.11;0;0
-0.59;37.21;0;0
-0.59;37.31;0;0
-0.59;37.41;0;0
-0.59;37.51;0;0
-0.59;37.61;0;1
-0.59;37.71;0;1
-0.59;37.81;0;1
-0.59;37.91;0;1
-0.59;38.01;1;1
-0.59;38.11;1;1
-0.59;38.21;1;1
-0.49;35.81;1;1
-0.49;35.91;0;0
-0.49;36.01;0;0
-0.49;36.11;0;0
-0.49;36.21;0;0
-0.49;36.31;0;0
-0.49;36.41;0;0
-0.49;36.51;0;0
-0.49;36.61;0;0
-0.49;36.71;0;0
-0.49;36.81;0;0
-0.49;36.91;0;0
-0.49;37.01;0;0
-0.49;37.11;0;0
-0.49;37.21;0;0
-0.49;37.31;0;0
-0.49;37.41;0;0
-0.49;37.51;0;0
-0.49;37.61;0;0
-0.49;37.71;0;0
-0.49;37.81;0;0
-0.49;37.91;0;0
-0.49;38.01;0;1
-0.49;38.11;1;1
-0.49;38.21;1;1
-0.49;38.31;1;1
-0.49;38.41;0;0
-0.39;35.91;1;1
-0.39;36.01;0;0
-0.39;36.11;0;0
-0.39;36.21;0;0
-0.39;36.31;0;0
-0.39;36.41;0;0
-0.39;36.51;0;0
-0.39;36.61;0;0
-0.39;36.71;0;0
-0.39;36.81;0;0
-0.39;36.91;0;0
-0.39;37.01;0;0
-0.39;37.11;0;0
-0.39;37.21;0;0
-0.39;37.31;0;0
-0.39;37.41;0;0
-0.39;37.51;0;0
-0.39;37.61;0;0
-0.39;37.71;0;0
-0.39;37.81;0;0
-0.39;37.91;0;0
-0.39;38.01;0;0
-0.39;38.11;0;1
-0.39;38.21;0;1
-0.39;38.31;1;1
-0.39;38.41;1;1
-0.39;39.41;1;1
-0.29;35.81;1;1
-0.29;35.91;1;1
-0.29;36.01;0;0
-0.29;36.11;0;0
-0.29;36.21;0;0
-0.29;36.31;0;0
-0.29;36.41;0;0
-0.29;36.51;0;0
-0.29;36.61;0;0
-0.29;36.71;0;0
-0.29;36.81;0;0
-0.29;36.91;0;0
-0.29;37.01;0;0
-0.29;37.11;0;0
-0.29;37.21;0;0
-0.29;37.31;0;0
-0.29;37.41;0;0
-0.29;37.51;0;0
-0.29;37.61;0;0
-0.29;37.71;0;0
-0.29;37.81;0;0
-0.29;37.91;0;0
-0.29;38.01;0;0
-0.29;38.11;0;1
-0.29;38.21;0;1
-0.29;38.31;0;1
-0.29;38.41;1;1
-0.29;38.51;1;1
-0.29;39.11;1;1
-0.29;39.21;1;1
-0.29;39.31;1;1
-0.29;39.41;1;1
-0.29;39.51;1;1
-0.29;39.61;1;1
-0.19;35.81;1;1
-0.19;35.91;0;1
-0.19;36.01;0;1
-0.19;36.11;0;0
-0.19;36.21;0;0
-0.19;36.31;0;0
-0.19;36.41;0;0
-0.19;36.51;0;0
-0.19;36.61;0;0
-0.19;36.71;0;0
-0.19;36.81;0;0
-0.19;36.91;0;0
-0.19;37.01;0;0
-0.19;37.11;0;0
-0.19;37.21;0;0
-0.19;37.31;0;0
-0.19;37.41;0;0
-0.19;37.51;0;0
-0.19;37.61;0;0
-0.19;37.71;0;0
-0.19;37.81;0;0
-0.19;37.91;0;0
-0.19;38.01;0;0
-0.19;38.11;0;0
-0.19;38.21;0;1
-0.19;38.31;0;1
-0.19;38.41;0;1
-0.19;38.51;1;1
-0.19;38.91;1;1
-0.19;39.01;1;1
-0.19;39.11;1;1
-0.19;39.21;1;1
-0.19;39.31;1;1
-0.19;39.41;1;1
-0.19;39.51;1;1
-0.19;39.61;1;1
-0.19;39.71;1;1
-0.19;39.81;1;1
-0.09;35.81;1;1
-0.09;35.91;0;1
-0.09;36.01;0;1
-0.09;36.11;0;0
-0.09;36.21;0;0
-0.09;36.31;0;0
-0.09;36.41;0;0
-0.09;36.51;0;0
-0.09;36.61;0;0
-0.09;36.71;0;0
-0.09;36.81;0;0
-0.09;36.91;0;0
-0.09;37.01;0;0
-0.09;37.11;0;0
-0.09;37.21;0;0
-0.09;37.31;0;0
-0.09;37.41;0;0
-0.09;37.51;0;0
-0.09;37.61;0;0
-0.09;37.71;0;0
-0.09;37.81;0;0
-0.09;37.91;0;0
-0.09;38.01;0;0
-0.09;38.11;0;0
-0.09;38.21;0;0
-0.09;38.31;0;1
-0.09;38.41;0;1
-0.09;38.51;1;1
-0.09;38.61;1;1
-0.09;38.91;1;1
-0.09;39.01;1;1
-0.09;39.11;1;1
-0.09;39.21;0;1
-0.09;39.31;0;1
-0.09;39.41;0;1
-0.09;39.51;0;1
-0.09;39.61;1;1
-0.09;39.71;1;1
-0.09;39.81;1;1
0.01;35.81;1;1
0.01;35.91;1;1
0.01;36.01;0;1
0.01;36.11;0;0
0.01;36.21;0;0
0.01;36.31;0;0
0.01;36.41;0;0
0.01;36.51;0;0
0.01;36.61;0;0
0.01;36.71;0;0
0.01;36.81;0;0
0.01;36.91;0;0
0.01;37.01;0;0
0.01;37.11;0;0
0.01;37.21;0;0
0.01;37.31;0;0
0.01;37.41;0;0
0.01;37.51;0;0
0.01;37.61;0;0
0.01;37.71;0;0
0.01;37.81;0;0
0.01;37.91;0;0
0.01;38.01;0;0
0.01;38.11;0;0
